ensembl_gene_id,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSCAFG00000016956,KCNMB1,45.99238759,-5.487888358,1.700467416,-3.22728228,0.001249721,0.173651717
ENSCAFG00000007524,MPHOSPH9,911.7788207,-0.776624497,0.241981992,-3.209430962,0.00132998,0.180506098
ENSCAFG00000012619,MGST1,415.1522709,6.890790989,2.146583639,3.210119962,0.001326796,0.180506098
ENSCAFG00000032751,CLEC2B,163.9094651,-4.35825451,1.356979265,-3.211732576,0.001319371,0.180506098
ENSCAFG00000016300,PTGER1,11.8840182,-2.970407938,0.926235571,-3.206968111,0.001341419,0.180658136
ENSCAFG00000008804,MARCHF1,66.32557207,2.925797391,0.915062811,3.197373291,0.001386853,0.182620032
ENSCAFG00000014221,ARHGAP20,59.79079063,5.347044028,1.675745079,3.190845729,0.00141857,0.182620032
ENSCAFG00000014604,NUDT13,194.8492973,-0.680426911,0.212829051,-3.197058427,0.001388368,0.182620032
ENSCAFG00000017628,C20H19orf38,56.85600026,4.809854853,1.506444519,3.192852303,0.00140875,0.182620032
ENSCAFG00000025324,CLEC4D,38.39941449,2.989056343,0.93578593,3.194166792,0.001402351,0.182620032
ENSCAFG00000044812,NA,18.87218368,0.989386041,0.309385576,3.197906168,0.001384293,0.182620032
ENSCAFG00000000088,SUOX,531.5581763,0.842113764,0.264459655,3.184280656,0.001451142,0.184105807
ENSCAFG00000014882,GDF15,58.5610418,4.940646796,1.551161386,3.185127506,0.001446902,0.184105807
ENSCAFG00000018992,TMEM61,42.88161743,-3.717565275,1.168647577,-3.181083288,0.001467254,0.18481072
ENSCAFG00000019856,TRAPPC2L,1056.62436,2.182383678,0.688926868,3.167801661,0.001535963,0.192083105
ENSCAFG00000029577,RGS12,1360.237223,-1.521102358,0.480708927,-3.164289803,0.001554619,0.193037386
ENSCAFG00000003399,TES,2713.502546,-1.421250139,0.449882345,-3.159159624,0.001582248,0.195084497
ENSCAFG00000013640,RBM45,997.5066671,-0.651214536,0.206398874,-3.155126399,0.001604286,0.196418439
ENSCAFG00000002180,SEMA4D,2962.487406,-3.842867575,1.219361777,-3.151540132,0.001624118,0.197465731
ENSCAFG00000003429,CFTR,159.9915266,-5.797084521,1.845551238,-3.141112747,0.001683072,0.203222269
ENSCAFG00000006985,NCOR2,7205.118973,-0.686212088,0.219155469,-3.131165707,0.001741139,0.208257244
ENSCAFG00000015818,ACLY,17663.82211,0.970039519,0.309925072,3.129916244,0.001748562,0.208257244
ENSCAFG00000003556,SUGCT,109.2130552,-3.09824298,0.990955185,-3.126521793,0.001768874,0.209253006
ENSCAFG00000016783,DPF3,93.99910862,-3.712181679,1.188670147,-3.122970396,0.001790358,0.209553682
ENSCAFG00000019036,LIPG,1478.192933,3.367882764,1.078889386,3.121620073,0.001798589,0.209553682
ENSCAFG00000047531,NA,10.03285793,-6.200828341,1.987321726,-3.120193505,0.001807323,0.209553682
ENSCAFG00000009654,RBL2,968.7317905,-1.271841924,0.408767357,-3.111407754,0.001861976,0.21162655
ENSCAFG00000010191,SLC26A9,7.469059577,-3.304692565,1.061208986,-3.114082719,0.001845178,0.21162655
ENSCAFG00000016104,GABARAP,4790.500879,0.491475383,0.157962746,3.111337289,0.001862421,0.21162655
ENSCAFG00000042181,CIR1,1282.311904,-0.747481832,0.240527483,-3.107677438,0.001885638,0.21162655
ENSCAFG00000049857,NA,4.49660128,-5.024172776,1.615819552,-3.109365009,0.001874899,0.21162655
ENSCAFG00000019069,SMAD7,362.1615162,-1.373606195,0.442724343,-3.102621792,0.001918146,0.213903826
ENSCAFG00000011158,CFAP46,81.36133085,-4.40010893,1.419151013,-3.100521994,0.001931799,0.214062854
ENSCAFG00000029590,FAM8A1,191.5080517,-0.857297472,0.276708351,-3.09819877,0.001947008,0.214391288
ENSCAFG00000017484,CYFIP2,1942.148592,-2.063341985,0.667046491,-3.093250639,0.001979769,0.216058805
ENSCAFG00000023427,KCNE4,88.99844736,4.679106619,1.513199798,3.092193526,0.001986833,0.216058805
ENSCAFG00000007613,POLR1A,3853.55977,0.852333476,0.276144584,3.086547861,0.002024953,0.218844969
ENSCAFG00000005704,STING1,234.6131878,3.834593313,1.243237984,3.084359844,0.002039907,0.219108538
ENSCAFG00000006447,TOPBP1,4634.844012,-0.618527698,0.201076561,-3.076080541,0.002097412,0.223877145
ENSCAFG00000009661,PIK3C2B,1983.61681,-2.230180233,0.725423857,-3.074313328,0.002109877,0.223877145
ENSCAFG00000015006,CFAP65,9.73301755,-2.317154364,0.755005758,-3.06905522,0.002147369,0.224825363
ENSCAFG00000016833,SNX11,595.8001075,0.929985038,0.303156671,3.067671364,0.002157337,0.224825363
ENSCAFG00000029969,RGS4,171.8863859,-4.850528415,1.580057183,-3.06984359,0.002141709,0.224825363
ENSCAFG00000041191,HMGN4,1037.250003,-0.741051978,0.241779569,-3.06499007,0.002176772,0.225508452
ENSCAFG00000007377,PEPD,1773.133918,1.197360373,0.391092824,3.061575923,0.002201751,0.226754498
ENSCAFG00000007551,ESYT3,93.60359716,-3.599307185,1.178125817,-3.055112734,0.002249759,0.230343787
ENSCAFG00000000352,XPOT,9045.304573,0.569860242,0.187113168,3.045537887,0.002322645,0.235057058
ENSCAFG00000029817,ZBTB5,236.4982818,-0.882392983,0.289691634,-3.045973304,0.002319284,0.235057058
ENSCAFG00000009496,NAB1,968.0047276,1.295553047,0.426894062,3.034835019,0.002406673,0.238056669
ENSCAFG00000010511,OASL,108.3209908,2.408744389,0.793441566,3.035818253,0.002398839,0.238056669
ENSCAFG00000019194,SLC43A2,388.561735,2.390190995,0.786631553,3.038514012,0.00237748,0.238056669
ENSCAFG00000045298,NA,1728.863115,0.546281089,0.179831996,3.037730223,0.002383672,0.238056669
ENSCAFG00000000370,NA,1259.656596,1.007426767,0.333120526,3.024211024,0.002492825,0.2408957
ENSCAFG00000005445,TIMM50,2775.920091,0.533807974,0.176486601,3.024637401,0.002489314,0.2408957
ENSCAFG00000010461,TM4SF20,5.706125998,2.17019932,0.717934606,3.022837041,0.002504171,0.2408957
ENSCAFG00000015298,CD38,45.59364258,-3.784356885,1.251129224,-3.02475301,0.002488362,0.2408957
ENSCAFG00000023772,NA,4.559010057,-3.61091173,1.193525098,-3.02541751,0.002482901,0.2408957
ENSCAFG00000017661,SERPINA12,16.91662427,-6.958371428,2.310348172,-3.011828049,0.002596796,0.246042449
ENSCAFG00000019493,IGFALS,75.11169075,-2.059218346,0.684162893,-3.009836352,0.002613885,0.246042449
ENSCAFG00000023592,SLC8A1,561.8079198,6.700603598,2.225305137,3.011094293,0.00260308,0.246042449
ENSCAFG00000047105,FOXS1,48.79957005,3.122650042,1.036074841,3.013923239,0.00257893,0.246042449
ENSCAFG00000002865,NFE2L3,591.349081,-0.827700117,0.275296322,-3.006578918,0.002642055,0.246048365
ENSCAFG00000017482,ITGA11,56.10042533,-5.743100314,1.909365255,-3.007858396,0.002630957,0.246048365
ENSCAFG00000000963,RGL2,1927.75033,-0.654275736,0.217908658,-3.002522905,0.002677518,0.24803169
ENSCAFG00000015180,SELP,217.5590112,-5.124469509,1.708867043,-2.998752613,0.002710873,0.249799835
ENSCAFG00000007268,DNMT3B,1049.115293,-3.330336965,1.111813483,-2.995409766,0.002740764,0.251231897
ENSCAFG00000017765,GRIA1,267.1450723,-5.080542094,1.698248219,-2.991636934,0.002774861,0.253032601
ENSCAFG00000002315,RNF38,898.2034659,-0.84307045,0.281980858,-2.989814473,0.002791469,0.253228219
ENSCAFG00000009480,PKIG,1205.365278,-2.632223396,0.881122163,-2.987353523,0.002814041,0.253959955
ENSCAFG00000006830,MSR1,868.4914903,8.648633261,2.904868734,2.977288839,0.002908099,0.259770389
ENSCAFG00000018759,ZNF280C,481.3106598,-0.74210341,0.249201423,-2.977926059,0.00290206,0.259770389
ENSCAFG00000015397,NA,170.8327019,-3.19675719,1.074880283,-2.974058822,0.002938887,0.261188016
ENSCAFG00000004375,NUP210,1903.43391,-6.232626177,2.101029514,-2.966462934,0.003012467,0.264721094
ENSCAFG00000011740,PECAM1,77.88148781,-5.690047625,1.919333994,-2.964594824,0.003030818,0.264721094
ENSCAFG00000018522,RAB11FIP4,712.7976613,-3.271691101,1.103901418,-2.963752965,0.003039122,0.264721094
ENSCAFG00000019054,NA,10.21528827,2.491201836,0.840507288,2.963926514,0.003037408,0.264721094
ENSCAFG00000005309,LBH,434.7244858,-3.690265862,1.249042631,-2.954475509,0.00313201,0.27146155
ENSCAFG00000005346,NA,1058.773824,0.929842198,0.315108479,2.950863786,0.003168866,0.273303013
ENSCAFG00000019730,SLC25A33,536.1040257,1.454869121,0.493453427,2.948341307,0.003194841,0.274192549
ENSCAFG00000009410,ZDHHC13,662.5785523,-0.530775717,0.180748539,-2.936542231,0.003318936,0.277184207
ENSCAFG00000013538,ZBTB16,13.79327355,-4.466083614,1.518976429,-2.940192836,0.00328008,0.277184207
ENSCAFG00000014384,TMEM101,703.4103173,0.573395255,0.195297785,2.936004907,0.003324691,0.277184207
ENSCAFG00000017838,CYP46A1,533.1570031,-2.11074022,0.717129387,-2.943318541,0.003247141,0.277184207
ENSCAFG00000018422,FBN3,52.41028724,-3.850091362,1.311050448,-2.936646236,0.003317823,0.277184207
ENSCAFG00000022470,NA,31.89964839,0.97398893,0.331146641,2.941261695,0.003268782,0.277184207
ENSCAFG00000003074,NOD1,970.4423988,-1.546475848,0.527068357,-2.934108694,0.00334507,0.277360838
ENSCAFG00000003302,MEAF6,1019.087316,-0.572439138,0.195180833,-2.932865536,0.003358493,0.277360838
ENSCAFG00000008977,LRP4,256.2148241,1.895287495,0.647702619,2.926169262,0.003431642,0.282022378
ENSCAFG00000013864,NA,3787.462825,0.76985795,0.26322037,2.924765848,0.003447155,0.282022378
ENSCAFG00000013739,TET1,203.4109861,-2.383274866,0.816034972,-2.920554813,0.003494087,0.284532464
ENSCAFG00000011599,TBC1D10C,281.2676178,-3.028233228,1.040161541,-2.91131051,0.003599161,0.291015666
ENSCAFG00000013189,CATSPER2,36.1349386,-1.286197983,0.441895931,-2.910635494,0.003606945,0.291015666
ENSCAFG00000001903,ATP10D,3004.565308,-1.564202691,0.538647575,-2.903944551,0.003684934,0.295944162
ENSCAFG00000032405,NPAS1,932.7907351,1.802560736,0.62129969,2.90127416,0.003716486,0.297115208
ENSCAFG00000012073,LIMK1,989.0905476,-1.358283714,0.469103989,-2.89548532,0.003785727,0.299913025
ENSCAFG00000013989,TEX12,17.58318701,3.790213592,1.30955919,2.894266728,0.003800452,0.299913025
ENSCAFG00000014972,NAGLU,2673.991544,1.513190286,0.522859488,2.894066801,0.003802872,0.299913025
ENSCAFG00000018478,MYOM1,17.74314783,-2.01998444,0.698340155,-2.892550893,0.003821273,0.300012745
ENSCAFG00000003067,MTURN,66.42902122,-2.043338842,0.709847709,-2.878559464,0.00399496,0.306573313
ENSCAFG00000003102,AQP1,79.92012625,-3.344041152,1.161428123,-2.879249336,0.00398623,0.306573313
ENSCAFG00000004694,PTCH2,426.3511199,2.937945842,1.020018645,2.880286412,0.003973141,0.306573313
ENSCAFG00000011219,ADRB1,1.889895387,4.029441609,1.399443381,2.879317351,0.003985371,0.306573313
ENSCAFG00000014672,STIP1,8780.157549,0.467889397,0.162609409,2.877382064,0.004009898,0.306573313
ENSCAFG00000045317,NA,146.397571,-1.498493505,0.51968034,-2.883490848,0.003932941,0.306573313
ENSCAFG00000003227,EEPD1,159.0936053,2.666158402,0.92748199,2.874620133,0.004045139,0.307922978
ENSCAFG00000004175,C5AR1,983.91013,5.134711036,1.791302256,2.866468246,0.004150798,0.313694359
ENSCAFG00000031521,CROCC2,7.502985557,-3.145073157,1.097369321,-2.866011558,0.004156791,0.313694359
ENSCAFG00000048566,NA,1.64417174,-4.090590783,1.427978579,-2.864602343,0.004175332,0.313741262
ENSCAFG00000012077,KCNH1,44.89025426,3.416245938,1.194669914,2.85957309,0.004242117,0.316077119
ENSCAFG00000014799,NA,1968.68876,0.583997739,0.204227678,2.85954257,0.004242525,0.316077119
ENSCAFG00000029587,NA,8.861497363,1.210684645,0.423727037,2.857227741,0.004273591,0.317042496
ENSCAFG00000005568,SAMD4B,2425.715556,0.694686078,0.243252547,2.855822421,0.004292551,0.317105445
ENSCAFG00000004362,GPR17,3.820765743,-4.279086882,1.500135797,-2.852466351,0.004338141,0.319126739
ENSCAFG00000004768,STAC,51.55983859,-4.925554399,1.734013382,-2.840551549,0.004503559,0.329909278
ENSCAFG00000005191,RBKS,485.0540405,0.957949644,0.337790733,2.835926358,0.004569298,0.330427713
ENSCAFG00000006991,REM1,84.8418987,-3.584774333,1.266766214,-2.829862602,0.0046568,0.330427713
ENSCAFG00000011177,SLC7A7,83.20579341,2.177614861,0.769954481,2.828238442,0.004680493,0.330427713
ENSCAFG00000014804,ESS2,948.9286171,0.673470518,0.237455753,2.836193728,0.004565474,0.330427713
ENSCAFG00000019819,SPATA2L,538.6603706,0.819641411,0.289740017,2.828885765,0.004671037,0.330427713
ENSCAFG00000038670,NA,5.078607836,-3.402039885,1.201315207,-2.831929426,0.004626806,0.330427713
ENSCAFG00000041978,NA,32.3197698,-3.880956292,1.371536777,-2.829640706,0.00466003,0.330427713
ENSCAFG00000043687,NA,21.53326115,-3.727659202,1.317353804,-2.829656839,0.004659795,0.330427713
ENSCAFG00000044122,NA,183.8592158,0.514424276,0.181829348,2.829159759,0.00466704,0.330427713
ENSCAFG00000041140,NA,2626.622929,-0.646984457,0.229051364,-2.824626086,0.004733582,0.332833549
ENSCAFG00000005702,TOP2B,5026.211154,-1.068504471,0.378513863,-2.822893892,0.004759232,0.333298535
ENSCAFG00000002756,STAP1,114.7709397,-3.101879365,1.102834458,-2.812642771,0.004913621,0.335631693
ENSCAFG00000004376,SYMPK,3393.855816,0.472265166,0.167959189,2.811785218,0.004926739,0.335631693
ENSCAFG00000011233,PRKAR1B,169.9682701,-4.783122447,1.699722264,-2.814061183,0.004891992,0.335631693
