gene,Hugo_Symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj,,,,
ENSCAFG00000004530,NA,1049.093791,0.067506152,0.096265737,0.011308497,0.656719221,,,,
ENSCAFG00000007034,SYCN,3888.159501,0.050884811,0.214559249,0.01209923,0.656719221,,,,
ENSCAFG00000009601,NEK1,15298.60844,0.076072076,0.088680309,0.011573243,0.656719221,,,,
ENSCAFG00000011584,AP4B1,83.78825652,-0.078221038,0.447756771,0.012091654,0.656719221,,,,
ENSCAFG00000011812,CD82,976.261624,-0.067616969,0.094498941,0.012054183,0.656719221,,,,
ENSCAFG00000012582,NA,714.7265838,0.079619165,0.086174749,0.011947636,0.656719221,,,,
ENSCAFG00000013833,PPFIBP1,988.7860264,0.099204372,0.602352995,0.012211721,0.656719221,,,,
ENSCAFG00000014175,OR8B4,3030.855918,0.101053781,0.611605162,0.012017934,0.656719221,,,,
ENSCAFG00000017118,CTDSPL2,717.1830193,-0.06885344,0.094636004,0.011404793,0.656719221,,,,
ENSCAFG00000017140,ATOH7,2309.035669,-0.050293405,0.16893878,0.011654323,0.656719221,,,,
ENSCAFG00000019172,DNAJB2,1198.206395,0.061408141,0.103304792,0.011784289,0.656719221,,,,
ENSCAFG00000019436,SUV39H1,5460.934664,0.088656482,0.081555299,0.012120555,0.656719221,,,,
ENSCAFG00000024189,PAQR6,257.5558018,-0.078253804,0.449079257,0.012155281,0.656719221,,,,
ENSCAFG00000032741,SLC43A2,16.28234161,0.093058003,0.543360932,0.011688754,0.656719221,,,,
ENSCAFG00000047248,NA,10.14529784,-0.051008194,0.142827031,0.011929948,0.656719221,,,,
ENSCAFG00000049474,NA,143.4098769,-0.080129133,0.452796424,0.011623017,0.656719221,,,,
ENSCAFG00000002613,RFX3,8.202362814,-0.065631673,0.360365803,0.01234412,0.657204548,,,,
ENSCAFG00000005042,JRKL,1289.886577,0.058756039,0.105938883,0.012418213,0.657204548,,,,
ENSCAFG00000008532,NA,77.82335584,0.059863083,0.104204409,0.012309447,0.657204548,,,,
ENSCAFG00000016329,TMPRSS4,105.0563017,0.072933559,0.08955895,0.012439756,0.657204548,,,,
ENSCAFG00000031682,NA,61.81860313,-0.078114352,0.451479675,0.012353393,0.657204548,,,,
ENSCAFG00000003050,NA,3847.886739,0.081197522,0.08478844,0.012522756,0.658093711,,,,
ENSCAFG00000031441,PRKAA1,261.2381122,-0.064668508,0.355979249,0.012544308,0.658093711,,,,
ENSCAFG00000003826,HIBADH,508.9456455,-0.087551634,0.081670847,0.01261063,0.659267897,,,,
ENSCAFG00000014468,IL29L,50.88350446,0.074686699,0.43333622,0.012738046,0.65990576,,,,
ENSCAFG00000030252,TSPAN3,304.9460182,-0.087816251,0.528403185,0.012754777,0.65990576,,,,
ENSCAFG00000043150,FUBP3,100.2433938,-0.076011861,0.442094694,0.012689551,0.65990576,,,,
ENSCAFG00000014571,SCN3B,1437.302657,0.06051942,0.101389904,0.012837561,0.661906386,,,,
ENSCAFG00000010736,NUP54,24.4596836,0.078818579,0.465854765,0.012903891,0.663047898,,,,
ENSCAFG00000015155,PARL,20744.00761,-0.059510308,0.321626778,0.013034959,0.667496648,,,,
ENSCAFG00000005043,ABTB1,1838.866139,-0.072593756,0.088556776,0.013427878,0.667762981,,,,
ENSCAFG00000011786,CDYL,339.8505155,-0.080667498,0.084499325,0.013132458,0.667762981,,,,
ENSCAFG00000014996,SPC25,9.911835306,-0.083152754,0.5029159,0.01321453,0.667762981,,,,
ENSCAFG00000016638,DTYMK,1543.718377,-0.061009076,0.099050131,0.013445471,0.667762981,,,,
ENSCAFG00000018787,NA,19.91460939,-0.077881724,0.466728303,0.013362794,0.667762981,,,,
ENSCAFG00000020207,MED24,266.0651073,-0.059112453,0.102022249,0.013396564,0.667762981,,,,
ENSCAFG00000032122,TVP23A,37.58707032,0.068136174,0.091794648,0.013348457,0.667762981,,,,
ENSCAFG00000035901,MNT,9.342449028,0.051550324,0.24664437,0.013142504,0.667762981,,,,
ENSCAFG00000045482,NA,34.08384226,0.060210716,0.100626112,0.013277842,0.667762981,,,,
ENSCAFG00000049343,NA,7.675205611,0.047364451,0.179601651,0.013485216,0.667762981,,,,
ENSCAFG00000004133,FBXO48,2378.896179,0.053618816,0.113601906,0.013575439,0.669550371,,,,
ENSCAFG00000031914,FRMD7,41.61811639,0.052045826,0.118819175,0.013610561,0.669550371,,,,
ENSCAFG00000004791,NA,256.9285178,-0.064420226,0.093901473,0.014073969,0.670946994,,,,
ENSCAFG00000005388,SETDB2,1840.926497,0.062701106,0.095741877,0.014023957,0.670946994,,,,
ENSCAFG00000006950,MBD5,1979.576063,0.069639469,0.08987464,0.013945224,0.670946994,,,,
ENSCAFG00000007291,NA,359.62673,0.06247214,0.096484447,0.013775393,0.670946994,,,,
ENSCAFG00000007838,ADAM33,128.9361398,-0.07424898,0.449430841,0.013967982,0.670946994,,,,
ENSCAFG00000009042,SLC35A4,60.16970878,-0.052696445,0.271765369,0.013903742,0.670946994,,,,
ENSCAFG00000010046,EIF6,6.617621898,-0.062218579,0.358595267,0.014086131,0.670946994,,,,
ENSCAFG00000013975,NRAP,1208.53969,-0.065274837,0.09323143,0.013998716,0.670946994,,,,
ENSCAFG00000019625,RAC1,294.5261454,-0.063501801,0.09503688,0.01394465,0.670946994,,,,
ENSCAFG00000029577,PPM1D,1682.943747,-0.048404228,0.137495717,0.013860066,0.670946994,,,,
ENSCAFG00000008336,TBCB,1335.555318,-0.065576517,0.092615032,0.01422746,0.673513505,,,,
ENSCAFG00000032101,GIT1,315.2610864,0.080788024,0.083558825,0.014229791,0.673513505,,,,
ENSCAFG00000003156,NA,265.5994973,-0.061841939,0.358976455,0.01434149,0.675860605,,,,
ENSCAFG00000014346,OR10G6,152.2956752,-0.081676055,0.514657135,0.014471349,0.675860605,,,,
ENSCAFG00000014835,FCER1A,216.4070729,-0.047947246,0.133624387,0.014494027,0.675860605,,,,
ENSCAFG00000015976,NA,683.2916432,0.082560223,0.522067886,0.014491211,0.675860605,,,,
ENSCAFG00000049683,CCDC160,721.0553714,0.066482128,0.091480829,0.014504606,0.675860605,,,,
ENSCAFG00000002615,FAM166B,85.35260394,-0.046137631,0.194406574,0.014640197,0.677936644,,,,
ENSCAFG00000002736,ASB4,24.2621523,-0.049339458,0.249904329,0.014878784,0.677936644,,,,
ENSCAFG00000003234,HDAC9,11.45058137,-0.071889123,0.446111401,0.014949909,0.677936644,,,,
ENSCAFG00000004318,RRM2,111.1209361,-0.06395661,0.381627787,0.014771565,0.677936644,,,,
ENSCAFG00000005790,AKAP11,1281.477599,0.068102015,0.089685154,0.015010798,0.677936644,,,,
ENSCAFG00000017474,CFAP161,83.51499765,-0.0800715,0.512843673,0.015084154,0.677936644,,,,
ENSCAFG00000018020,MAU2,285.6760906,-0.08719839,0.570409439,0.014911716,0.677936644,,,,
ENSCAFG00000019675,PADI6,168.4629199,-0.065091232,0.092251027,0.014767665,0.677936644,,,,
ENSCAFG00000023264,NA,62.17762349,-0.05278619,0.28483982,0.014747607,0.677936644,,,,
ENSCAFG00000042581,TCF25,6.133475012,-0.062861725,0.377008237,0.015091365,0.677936644,,,,
ENSCAFG00000044032,MTF2,23.71110431,-0.057610806,0.332571098,0.015028391,0.677936644,,,,
ENSCAFG00000046192,NA,63.68186114,0.045210894,0.181277076,0.015085218,0.677936644,,,,
ENSCAFG00000004638,QRSL1,385.4204359,-0.054766126,0.10468741,0.015153885,0.6787131,,,,
ENSCAFG00000004306,CAV2,481.7695528,0.065772475,0.09100276,0.015311679,0.679693574,,,,
ENSCAFG00000004879,HBP1,63.11319486,0.051460958,0.112207405,0.015280259,0.679693574,,,,
ENSCAFG00000045809,NA,13.5968786,0.050063386,0.263909543,0.01526688,0.679693574,,,,
ENSCAFG00000002118,PRPH2,6.908982215,-0.064102973,0.390581562,0.015370431,0.680288911,,,,
ENSCAFG00000005122,EXOSC9,65.48720096,-0.059575966,0.35629643,0.015593151,0.687309609,,,,
ENSCAFG00000015570,HDDC3,21.12427629,-0.05535246,0.320101201,0.015620673,0.687309609,,,,
ENSCAFG00000034948,VWA1,45.72088296,0.044391709,0.177878841,0.01570892,0.689171433,,,,
ENSCAFG00000020146,FAM114A1,1247.570547,-0.074981724,0.085076455,0.015868325,0.694135106,,,,
ENSCAFG00000045275,NA,68.53757092,0.078488992,0.083410481,0.015943565,0.695398969,,,,
ENSCAFG00000029480,SYNE3,529.2528263,0.047047324,0.126162384,0.015996731,0.695695527,,,,
ENSCAFG00000000422,MGAT4B,1019.413757,0.064834865,0.090611864,0.016254611,0.697484638,,,,
ENSCAFG00000000867,IGF2R,3877.129802,0.065271989,0.089292508,0.01726099,0.697484638,,,,
ENSCAFG00000001648,CTNNA1,127.9143484,-0.044629207,0.139165835,0.016573512,0.697484638,,,,
ENSCAFG00000002549,RUNX2,357.6405754,-0.043515495,0.214274146,0.017713032,0.697484638,,,,
ENSCAFG00000004110,MYT1L,19.19926608,-0.055365768,0.347243226,0.017984098,0.697484638,,,,
ENSCAFG00000004423,AASS,90.42626714,0.060182393,0.093732941,0.016887793,0.697484638,,,,
ENSCAFG00000004443,NA,356.7646487,-0.045841064,0.252224109,0.018047757,0.697484638,,,,
ENSCAFG00000005535,NUDT15,51.95136841,0.063574529,0.413086012,0.017542082,0.697484638,,,,
ENSCAFG00000006262,EXOG,2376.773325,0.075731282,0.084076055,0.016842769,0.697484638,,,,
ENSCAFG00000007386,PLCB1,1090.372813,0.069550415,0.086944617,0.017045297,0.697484638,,,,
ENSCAFG00000007913,NA,32.11444726,0.044522582,0.22817334,0.017575445,0.697484638,,,,
ENSCAFG00000007975,C21H11orf42,471.0476791,0.060308712,0.092090294,0.018129766,0.697484638,,,,
ENSCAFG00000009789,POU6F1,525.3049365,-0.043391025,0.208455754,0.017529308,0.697484638,,,,
ENSCAFG00000010123,FAM172A,1106.50413,-0.052444479,0.105560308,0.016479873,0.697484638,,,,
ENSCAFG00000010155,LRRTM1,1914.946118,-0.043086239,0.165911071,0.016824906,0.697484638,,,,
ENSCAFG00000010599,VPS29,136.4855595,-0.044837998,0.214151573,0.016476121,0.697484638,,,,
ENSCAFG00000010783,XRCC4,5260.149253,-0.052775392,0.101074035,0.018063324,0.697484638,,,,
ENSCAFG00000011002,NA,1867.276932,-0.0707034,0.479289114,0.017943926,0.697484638,,,,
ENSCAFG00000011687,TUBB2B,1115.213078,-0.060199138,0.092233737,0.01808471,0.697484638,,,,
ENSCAFG00000012013,SOX13,503.5280731,-0.067200208,0.447616855,0.017850459,0.697484638,,,,
ENSCAFG00000012273,SIRT5,5.135482483,-0.060148855,0.386235636,0.017731387,0.697484638,,,,
ENSCAFG00000015786,MTMR3,71.49038825,-0.047251018,0.119840598,0.016841145,0.697484638,,,,
ENSCAFG00000016521,SMCO3,19.09424955,-0.046618781,0.258317176,0.017789941,0.697484638,,,,
ENSCAFG00000016774,TM6SF1,2776.931629,0.043557572,0.145586825,0.017055577,0.697484638,,,,
ENSCAFG00000017405,CCRL2,47.68550366,-0.078028606,0.524163201,0.016682011,0.697484638,,,,
ENSCAFG00000018413,CUL5,669.8414629,-0.07138595,0.085636482,0.017567647,0.697484638,,,,
ENSCAFG00000018890,IL12RB1,1764.965733,-0.059849935,0.095116058,0.01617139,0.697484638,,,,
ENSCAFG00000018923,SLC27A2,849.9219872,-0.06129483,0.093295549,0.016439129,0.697484638,,,,
ENSCAFG00000019565,CHERP,1577.104001,-0.073506625,0.085305246,0.016545595,0.697484638,,,,
ENSCAFG00000019665,RCC2,680.5416421,-0.061441843,0.091380161,0.017932518,0.697484638,,,,
ENSCAFG00000020015,PLEKHG3,14.98109951,-0.043247664,0.150396631,0.017081645,0.697484638,,,,
ENSCAFG00000028761,ZC3H14,113.0672063,-0.050645959,0.304640545,0.018114701,0.697484638,,,,
ENSCAFG00000029884,SLC36A2,32144.80937,0.062097372,0.091505328,0.017338509,0.697484638,,,,
ENSCAFG00000030120,VSIG1,3156.81517,-0.072804142,0.473087986,0.016295184,0.697484638,,,,
ENSCAFG00000030746,STXBP2,147.6342284,-0.045066536,0.133123452,0.016762413,0.697484638,,,,
ENSCAFG00000032204,GRIN2A,343.6078066,-0.061726214,0.399850392,0.017746014,0.697484638,,,,
ENSCAFG00000033502,FZR1,73.96332894,-0.04387284,0.183896016,0.016237256,0.697484638,,,,
ENSCAFG00000035210,NA,859.2165154,0.04247826,0.149355297,0.017841709,0.697484638,,,,
ENSCAFG00000040986,DPH7,223.0026991,0.077990846,0.083333452,0.016414234,0.697484638,,,,
ENSCAFG00000041898,WDR24,237.6971551,0.062778863,0.091235658,0.017097491,0.697484638,,,,
ENSCAFG00000044741,RIPOR1,107.3588568,0.045841967,0.12959071,0.016518224,0.697484638,,,,
ENSCAFG00000046072,NA,11.46831081,-0.049325823,0.287624145,0.017770061,0.697484638,,,,
ENSCAFG00000047374,NA,35.63229136,-0.077426655,0.531761048,0.017385076,0.697484638,,,,
ENSCAFG00000048953,NA,15.17650842,-0.068276249,0.457792408,0.017921378,0.697484638,,,,
ENSCAFG00000049186,MT-ND6,1039.604771,-0.060539614,0.093377087,0.016901441,0.697484638,,,,
ENSCAFG00000018641,DNM3,1010.987759,0.059613464,0.3885765,0.018354283,0.702740913,,,,
ENSCAFG00000044682,PSKH1,477.9805652,0.072307058,0.084707611,0.018360067,0.702740913,,,,
ENSCAFG00000003341,ISOC2,1295.116196,0.065976995,0.087829806,0.018493801,0.705260749,,,,
ENSCAFG00000011370,NKX3-1,986.4046604,-0.061613109,0.090653281,0.01851991,0.705260749,,,,
ENSCAFG00000007918,OR52N2G,558.0291342,0.074925333,0.083382251,0.018656146,0.708650176,,,,
ENSCAFG00000006747,PARP2,2.831581557,-0.053995059,0.344325965,0.018890799,0.709218903,,,,
ENSCAFG00000010361,CHDH,423.7564453,0.065264051,0.087841265,0.019030532,0.709218903,,,,
ENSCAFG00000012630,TMEFF2,136.9596906,-0.042311835,0.216056319,0.019049268,0.709218903,,,,
ENSCAFG00000012686,MYH15,138.5300853,-0.054029482,0.097601328,0.018952655,0.709218903,,,,
ENSCAFG00000017991,FBXO24,1006.467849,0.041296118,0.192679149,0.01896834,0.709218903,,,,
ENSCAFG00000019937,SLC16A11,890.5227466,-0.04173115,0.203759691,0.0189842,0.709218903,,,,
ENSCAFG00000019964,NA,24.95921407,-0.04121259,0.152177489,0.018964961,0.709218903,,,,
ENSCAFG00000048678,NA,636.1584731,0.051152919,0.102306393,0.018813877,0.709218903,,,,
ENSCAFG00000018880,ATP6V0A1,2350.920671,0.071460341,0.084650988,0.01912956,0.710445343,,,,
ENSCAFG00000014026,ESAM,1448.623377,-0.061981857,0.089688726,0.019292916,0.714743004,,,,
ENSCAFG00000044295,DHODH,81.71374831,0.040490283,0.163215496,0.019421567,0.717736928,,,,
ENSCAFG00000004180,ZC3H12A,3615.795357,0.076481826,0.082271036,0.019537154,0.718349574,,,,
ENSCAFG00000006402,UBXN4,58.19793873,-0.070042677,0.500483332,0.019768752,0.718349574,,,,
ENSCAFG00000010077,NA,3050.074829,-0.065824192,0.458701682,0.01966567,0.718349574,,,,
ENSCAFG00000012941,ICE1,4193.568801,0.048562962,0.105705997,0.019610123,0.718349574,,,,
ENSCAFG00000014971,NRL,3151.028582,-0.057597134,0.092925355,0.019520998,0.718349574,,,,
ENSCAFG00000018384,TRPT1,8775.365697,0.055662352,0.094640182,0.019681257,0.718349574,,,,
ENSCAFG00000031673,PPP4R1,246.3614668,0.050979498,0.324843693,0.019773285,0.718349574,,,,
ENSCAFG00000014475,SPATA2,1316.001934,-0.043377898,0.243110817,0.019867428,0.720026311,,,,
ENSCAFG00000013405,SEMA3B,1450.327486,-0.073471804,0.083329406,0.019974801,0.722173279,,,,
ENSCAFG00000007661,NAXD,973.4022659,0.039895949,0.169891483,0.020039894,0.722785025,,,,
ENSCAFG00000007111,ATG16L2,44.20314301,-0.042565883,0.235701423,0.020173391,0.725855055,,,,
ENSCAFG00000015756,NA,107.1000125,-0.059523276,0.408280395,0.020252095,0.72694363,,,,
ENSCAFG00000031816,PRLR,1031.987078,0.063135063,0.088087015,0.02042502,0.731400967,,,,
ENSCAFG00000006588,CFAP61,1835.818746,-0.059837207,0.089950587,0.02076696,0.734876089,,,,
ENSCAFG00000013244,TRIP12,906.9871563,0.04068086,0.136025407,0.020709974,0.734876089,,,,
ENSCAFG00000017544,HK1,25.43064234,-0.061257468,0.429414104,0.020738226,0.734876089,,,,
ENSCAFG00000017874,ITGA4,19.8892428,-0.040371465,0.205141173,0.020597158,0.734876089,,,,
ENSCAFG00000019012,OTUD3,69.44636133,-0.048019981,0.304900444,0.020754091,0.734876089,,,,
ENSCAFG00000013443,CCDC191,4.547964138,-0.042209447,0.238693929,0.020839401,0.73570439,,,,
ENSCAFG00000005066,TTC26,663.8430967,0.054660644,0.093874681,0.021215436,0.738553148,,,,
ENSCAFG00000006879,BANF2,186.1020194,-0.047483609,0.104638771,0.021095318,0.738553148,,,,
ENSCAFG00000018281,TBX1,134.0287591,-0.046345632,0.289906359,0.021021713,0.738553148,,,,
ENSCAFG00000018916,MMP13,8.361773122,0.03987471,0.205171311,0.021204008,0.738553148,,,,
ENSCAFG00000047963,NA,273.3201255,0.055827368,0.092910382,0.021063098,0.738553148,,,,
ENSCAFG00000048821,NA,11.27672773,0.040162643,0.137339968,0.021156787,0.738553148,,,,
ENSCAFG00000000239,NDUFA4L2,159.1098424,-0.057522356,0.400729937,0.021295073,0.739284184,,,,
ENSCAFG00000006713,RIN2,1628.332513,-0.038952661,0.156517,0.021334981,0.739284184,,,,
ENSCAFG00000029151,SHISA6,4797.786279,0.063396015,0.08724164,0.021498545,0.7432354,,,,
ENSCAFG00000003024,NA,7638.503058,0.073642959,0.082526293,0.021561045,0.743682567,,,,
ENSCAFG00000014177,DNAAF5,270.7955884,0.061840787,0.087953867,0.021761101,0.747147736,,,,
ENSCAFG00000023607,TMED11,1897.750434,-0.04692087,0.10446756,0.021742457,0.747147736,,,,
ENSCAFG00000001215,NA,201.7901242,-0.053342774,0.373969805,0.022624456,0.752411339,,,,
ENSCAFG00000001752,NA,55.55605745,-0.052142091,0.35918648,0.022264881,0.752411339,,,,
ENSCAFG00000002306,POLR3B,1308.558029,0.037644611,0.154213117,0.023087946,0.752411339,,,,
ENSCAFG00000004662,PRPF38A,778.3166961,-0.045373658,0.299509899,0.023265414,0.752411339,,,,
ENSCAFG00000005144,QRFPR,311.240081,-0.054382672,0.392073539,0.02350653,0.752411339,,,,
ENSCAFG00000006408,NA,3.473260223,0.038065496,0.169175566,0.022271767,0.752411339,,,,
ENSCAFG00000006663,UVRAG,207.9118101,0.065921163,0.085185157,0.023001207,0.752411339,,,,
ENSCAFG00000007258,ARL5A,5447.420763,0.072334393,0.082377014,0.023215907,0.752411339,,,,
ENSCAFG00000007774,SPART,25.02492982,-0.051090434,0.354091717,0.022842079,0.752411339,,,,
ENSCAFG00000008021,NTN4,22532.04636,0.062399202,0.087062845,0.022724936,0.752411339,,,,
ENSCAFG00000008203,RRP8,203.8976473,-0.040564208,0.126906209,0.022112101,0.752411339,,,,
ENSCAFG00000008297,PTPN20,8.484461519,-0.048864469,0.336289905,0.023338421,0.752411339,,,,
ENSCAFG00000009441,MPHOSPH9,2106.105513,-0.044279829,0.287648219,0.023278542,0.752411339,,,,
ENSCAFG00000010931,DDN,269.6177522,-0.046384654,0.102727083,0.023204787,0.752411339,,,,
ENSCAFG00000011350,BHMT,51.36745975,-0.045122939,0.104883434,0.023478812,0.752411339,,,,
ENSCAFG00000011636,SCAF11,47.31678198,0.041334582,0.241384418,0.022166374,0.752411339,,,,
ENSCAFG00000012193,SLC22A15,48.21723391,-0.058924694,0.426193373,0.0224832,0.752411339,,,,
ENSCAFG00000013121,PDE9A,452.1733835,0.037581833,0.150137058,0.023363926,0.752411339,,,,
ENSCAFG00000013214,UCHL5,23698.70014,-0.044635076,0.106543076,0.023243311,0.752411339,,,,
ENSCAFG00000013600,SLC30A10,27.48331095,-0.04943058,0.342520788,0.023404894,0.752411339,,,,
ENSCAFG00000014850,CPNE6,2838.281055,0.039818832,0.124263929,0.023519123,0.752411339,,,,
ENSCAFG00000016880,PBX1,3942.571789,0.058430768,0.089120394,0.023194087,0.752411339,,,,
ENSCAFG00000017062,CPO,393.4719675,0.073691513,0.081933381,0.02294315,0.752411339,,,,
ENSCAFG00000018390,UFD1,199.5829286,0.049429725,0.097748143,0.023143494,0.752411339,,,,
ENSCAFG00000018547,FLRT1,589.0501666,0.058718428,0.088906586,0.023235317,0.752411339,,,,
ENSCAFG00000019476,NA,1784.678653,-0.05466323,0.09171343,0.0234689,0.752411339,,,,
ENSCAFG00000020362,TCAP,28.11244928,-0.045992398,0.305392612,0.02317935,0.752411339,,,,
ENSCAFG00000024646,TBC1D10B,163.4515455,0.05051764,0.351133415,0.023149794,0.752411339,,,,
ENSCAFG00000024839,PER1,860.3632284,0.040416486,0.229733831,0.022311236,0.752411339,,,,
ENSCAFG00000029179,ST8SIA5,924.7433714,-0.04516819,0.107818118,0.022109763,0.752411339,,,,
ENSCAFG00000029915,WARS1,471.0428036,0.045985745,0.106039164,0.021994573,0.752411339,,,,
ENSCAFG00000045272,NA,8.630723433,0.037846517,0.147323475,0.023176976,0.752411339,,,,
ENSCAFG00000002816,NFIL3,994.3263654,0.036989508,0.174858587,0.023801266,0.754171275,,,,
ENSCAFG00000011740,FITM2,81.6006047,-0.062713917,0.481764924,0.023825459,0.754171275,,,,
ENSCAFG00000014085,SIAE,1155.830304,0.052825094,0.093175495,0.023695235,0.754171275,,,,
ENSCAFG00000019838,NA,991.1801207,-0.063435938,0.085981076,0.023784473,0.754171275,,,,
ENSCAFG00000031870,USP1,238.3856952,0.037073754,0.16233631,0.023654485,0.754171275,,,,
ENSCAFG00000006529,GDI2,4203.015826,0.065354109,0.084982818,0.024010192,0.756825473,,,,
ENSCAFG00000011379,NA,266.1712555,-0.040144064,0.120399633,0.023971093,0.756825473,,,,
ENSCAFG00000011130,ARFGAP2,63.87998999,-0.053483015,0.388393642,0.024077044,0.757341637,,,,
ENSCAFG00000000992,HLA-DQB1,5188.336794,0.055323243,0.090511751,0.024335418,0.759406738,,,,
ENSCAFG00000003625,YTHDC1,252.079331,-0.043215416,0.107866828,0.02431194,0.759406738,,,,
ENSCAFG00000016459,PHKA2,72.25464569,0.04235355,0.110316539,0.024345151,0.759406738,,,,
ENSCAFG00000018960,MMP20,784.8463692,-0.039161344,0.125001603,0.024217593,0.759406738,,,,
ENSCAFG00000001114,NA,1069.559097,0.040760332,0.115845827,0.024430017,0.76047299,,,,
ENSCAFG00000008700,LMO1,739.9315578,0.041683221,0.112099055,0.024506681,0.761279992,,,,
ENSCAFG00000004977,CNTN5,3.614874151,-0.036395551,0.164563223,0.024609889,0.761333544,,,,
ENSCAFG00000014713,NA,1757.373472,-0.037253706,0.14031148,0.024564783,0.761333544,,,,
ENSCAFG00000002217,BTBD11,1923.170926,0.051364886,0.093472624,0.024934652,0.76196019,,,,
ENSCAFG00000004861,ELAVL4,258.1970695,-0.058179884,0.088243383,0.024865719,0.76196019,,,,
ENSCAFG00000014799,GRK2,1611.817236,0.074132446,0.08100741,0.024930761,0.76196019,,,,
ENSCAFG00000019342,SLC22A6,2024.220347,-0.038572312,0.22985855,0.024934848,0.76196019,,,,
ENSCAFG00000019530,OBSL1,1666.876064,-0.060593517,0.086939226,0.024756793,0.76196019,,,,
ENSCAFG00000041782,OR7R1,14.35656356,-0.045623329,0.313866571,0.02469589,0.76196019,,,,
ENSCAFG00000006116,PCDH9,1795.734694,-0.063485704,0.085355646,0.02510023,0.763709758,,,,
ENSCAFG00000007085,NFKBIB,18.88709168,-0.037917916,0.221499819,0.025144803,0.763709758,,,,
ENSCAFG00000049939,ESX1,95.90560973,0.058704411,0.087812129,0.025083484,0.763709758,,,,
ENSCAFG00000012504,GPR62,37.15578738,-0.036273354,0.150540375,0.025205635,0.764010806,,,,
ENSCAFG00000000568,MYRFL,88.31271591,-0.035997857,0.185012469,0.025605309,0.764430572,,,,
ENSCAFG00000004713,SESN1,467.7140318,-0.044170311,0.103138988,0.0255552,0.764430572,,,,
ENSCAFG00000006190,NA,49.40242218,-0.036466694,0.199766275,0.02567802,0.764430572,,,,
ENSCAFG00000006851,CLDN10,260.5322162,0.044126046,0.103603575,0.025339975,0.764430572,,,,
ENSCAFG00000010357,RNF34,1355.620773,0.064615939,0.084624571,0.025647247,0.764430572,,,,
ENSCAFG00000010358,BTG3,56.45398582,0.05938843,0.465792589,0.025558745,0.764430572,,,,
ENSCAFG00000014220,OR8D2,295.5947401,-0.040278349,0.257369145,0.025331919,0.764430572,,,,
ENSCAFG00000014874,GPER1,926.4513659,-0.066281487,0.083974192,0.02549541,0.764430572,,,,
ENSCAFG00000030152,COL4A6,1801.695737,-0.051294514,0.093046955,0.025493612,0.764430572,,,,
ENSCAFG00000044430,NA,30.87789451,0.046332953,0.098845412,0.025802194,0.766606189,,,,
ENSCAFG00000002891,NA,1676.091813,0.066428869,0.083611356,0.026311884,0.766649795,,,,
ENSCAFG00000005107,NEBL,10.85276992,0.044887193,0.100997543,0.026020488,0.766649795,,,,
