Name,Length,EffectiveLength,TPM,NumReads
ENSCAFT00000049990,1127,857.476,7.481047,70.379
ENSCAFT00000031937,1053,783.476,21.288858,182.994
ENSCAFT00000035913,634,364.673,70.483266,282
ENSCAFT00000031945,3131,2861.476,32.092974,1007.533
ENSCAFT00000075057,3050,2780.476,15.815752,482.467
ENSCAFT00000081794,3874,3604.476,1.179912,46.661
ENSCAFT00000045981,3390,3120.476,0.285271,9.766
ENSCAFT00000031957,2789,2519.476,0.744263,20.573
ENSCAFT00000032720,110,110,0,0
ENSCAFT00000063131,2789,2519.476,0.299078,8.267
ENSCAFT00000031967,2584,2314.476,1.108836,28.157
ENSCAFT00000043289,2656,2386.476,3.445212,90.205
ENSCAFT00000071526,2584,2314.476,1.865527,47.371
ENSCAFT00000043317,840,570.5,55.438892,347
ENSCAFT00000031971,843,573.5,1.748238,11
ENSCAFT00000092041,330,75.347,0,0
ENSCAFT00000031972,1244,974.476,8.792204,94
ENSCAFT00000066635,1661,1391.476,0,0
ENSCAFT00000084203,1721,1451.476,0.29111,4.636
ENSCAFT00000031982,1724,1454.476,6.414791,102.364
ENSCAFT00000061439,1760,1490.476,0,0
ENSCAFT00000031983,984,714.477,2.423854,19
ENSCAFT00000042861,1167,897.476,0.731223,7.2
ENSCAFT00000031984,1143,873.476,8.014037,76.8
ENSCAFT00000068733,1583,1313.476,0,0
ENSCAFT00000031987,255,35.159,222.945612,86
ENSCAFT00000031989,1315,1045.476,2.005187,23
ENSCAFT00000031991,1084,814.476,72.070503,644.013
ENSCAFT00000080211,445,177.042,0,0
ENSCAFT00000043627,1084,814.476,16.165983,144.457
ENSCAFT00000092062,1122,852.476,16.241165,151.9
ENSCAFT00000092776,1038,768.476,5.240402,44.183
ENSCAFT00000073449,1496,1226.476,0,0
ENSCAFT00000062049,1304,1034.476,1.092824,12.403
ENSCAFT00000046265,769,499.532,51.583844,282.707
ENSCAFT00000031997,980,710.477,36.098836,281.386
ENSCAFT00000046384,2263,1993.476,16.642991,364
ENSCAFT00000085993,1641,1371.476,5.280841,79.46
ENSCAFT00000032010,4312,4042.476,3.349161,148.54
ENSCAFT00000069678,4231,3961.476,0,0
ENSCAFT00000075531,228,26.627,0,0
ENSCAFT00000045008,2039,1769.476,32.606189,633
ENSCAFT00000032018,2821,2551.476,0,0
ENSCAFT00000069416,2409,2139.476,0,0
ENSCAFT00000032019,2334,2064.476,0.485651,11
ENSCAFT00000075419,1992,1722.476,0,0
ENSCAFT00000062872,729,459.558,0,0
ENSCAFT00000032021,1315,1045.476,17.164922,196.886
ENSCAFT00000087805,1544,1274.476,0.794839,11.114
ENSCAFT00000045580,2601,2331.476,0,0
ENSCAFT00000032028,901,631.487,29.087505,201.525
ENSCAFT00000093938,1696,1426.476,0,0
ENSCAFT00000036009,1731,1461.476,0,0
ENSCAFT00000073258,1911,1641.476,0,0
ENSCAFT00000032041,1865,1595.476,0,0
ENSCAFT00000044436,1796,1526.476,43.310952,725.348
ENSCAFT00000049272,3607,3337.476,0.645925,23.652
ENSCAFT00000032043,2378,2108.476,60.217585,1393
ENSCAFT00000032049,3052,2782.476,2.509587,76.611
ENSCAFT00000048030,2555,2285.476,7.194054,180.389
ENSCAFT00000086733,2940,2670.476,0,0
ENSCAFT00000093088,3356,3086.476,0,0
ENSCAFT00000091282,688,418.597,0,0
ENSCAFT00000032052,607,337.728,0,0
ENSCAFT00000045165,655,385.646,1920.256165,8124.684
ENSCAFT00000086491,505,236.128,15.71397,40.709
ENSCAFT00000034440,130,1.057,0,0
ENSCAFT00000046277,1506,1236.476,4.865184,66
ENSCAFT00000032066,1843,1573.476,11.12198,192
ENSCAFT00000084106,1391,1121.476,0,0
ENSCAFT00000079853,3252,2982.476,0,0
ENSCAFT00000032068,3689,3419.476,1.019669,38.254
ENSCAFT00000073450,3432,3162.476,1.491385,51.746
ENSCAFT00000067921,2391,2121.476,0,0
ENSCAFT00000078116,2319,2049.476,0.641569,14.426
ENSCAFT00000079337,2423,2153.476,0,0
ENSCAFT00000032108,2489,2219.476,0,0
ENSCAFT00000046999,2573,2303.476,2.188954,55.32
ENSCAFT00000086541,2652,2382.476,0,0
ENSCAFT00000090333,2643,2373.476,0.355389,9.254
ENSCAFT00000032115,1612,1342.476,0,0
ENSCAFT00000032110,578,308.799,0,0
ENSCAFT00000044634,107,107,0,0
ENSCAFT00000032114,2490,2220.476,3.903966,95.107
ENSCAFT00000032113,1542,1272.476,1.498992,20.927
ENSCAFT00000053871,1719,1449.476,0,0
ENSCAFT00000071141,1960,1690.476,0,0
ENSCAFT00000033048,107,107,0,0
ENSCAFT00000044276,5255,4985.476,1.755115,96
ENSCAFT00000068980,2309,2039.476,0,0
ENSCAFT00000087384,1857,1587.476,0,0
ENSCAFT00000035785,1083,813.476,9.056274,80.826
ENSCAFT00000085367,1107,837.476,0.838354,7.703
ENSCAFT00000083175,1851,1581.476,0,0
ENSCAFT00000068151,2087,1817.476,0,0
ENSCAFT00000076656,937,667.483,2.274265,16.655
ENSCAFT00000080911,867,597.491,0.429545,2.816
ENSCAFT00000092558,132,1.74,0,0
ENSCAFT00000068125,1275,1005.476,0.181301,2
ENSCAFT00000066752,205,20.228,0,0
ENSCAFT00000063531,1205,935.476,0,0
ENSCAFT00000065233,305,58.902,0,0
ENSCAFT00000032127,1357,1087.476,17.899058,213.555
ENSCAFT00000069060,933,663.483,1.984458,14.445
ENSCAFT00000074507,1961,1691.476,1.118556,20.758
ENSCAFT00000071429,1289,1019.476,0,0
ENSCAFT00000032129,2239,1969.476,17.023416,367.838
ENSCAFT00000083646,2131,1861.476,4.475589,91.404
ENSCAFT00000092420,2098,1828.476,0,0
ENSCAFT00000040178,132,1.74,0,0
ENSCAFT00000032150,4918,4648.476,11.769898,600.264
ENSCAFT00000032151,5080,4810.476,5.938501,313.418
ENSCAFT00000032152,4858,4588.476,5.886139,296.318
ENSCAFT00000092515,294,52.622,0,0
ENSCAFT00000032155,657,387.643,0.23513,1
ENSCAFT00000032170,2154,1884.476,821.148326,16977.402
ENSCAFT00000084366,1360,1090.476,8.987964,107.532
ENSCAFT00000093549,1207,937.476,0,0
ENSCAFT00000032171,1456,1186.476,0.474501,6.177
ENSCAFT00000061359,1186,916.476,13.753585,138.292
ENSCAFT00000007916,327,73.226,1.245261,1
ENSCAFT00000044164,937,667.483,0,0
ENSCAFT00000067777,1003,733.476,45.730186,368
ENSCAFT00000071543,2111,1841.476,0,0
ENSCAFT00000032181,2389,2119.476,2.451249,57
ENSCAFT00000032188,2616,2346.476,2.512352,64.678
ENSCAFT00000088944,2466,2196.476,0,0
ENSCAFT00000071863,2360,2090.476,2.499299,57.322
ENSCAFT00000043402,644,374.659,90.742986,373
ENSCAFT00000075542,1419,1149.476,5.816221,73.35
ENSCAFT00000032194,1387,1117.476,173.949194,2132.65
ENSCAFT00000087116,879,609.489,0,0
ENSCAFT00000032195,906,636.486,0,0
ENSCAFT00000040636,108,108,0,0
ENSCAFT00000045489,2986,2716.476,7.482384,223
ENSCAFT00000062222,2439,2169.476,2.436768,58
ENSCAFT00000032577,89,89,0,0
ENSCAFT00000039996,60,60,0,0
ENSCAFT00000032203,2415,2145.476,0,0
ENSCAFT00000034199,107,107,0,0
ENSCAFT00000071618,1164,894.476,0,0
ENSCAFT00000032206,3193,2923.476,0,0
ENSCAFT00000077054,3073,2803.476,0,0
ENSCAFT00000076691,1092,822.476,0,0
ENSCAFT00000046945,2109,1839.476,0,0
ENSCAFT00000032210,990,720.476,186.322955,1472.805
ENSCAFT00000080009,1104,834.476,0.67688,6.197
ENSCAFT00000032212,1053,783.476,0,0
ENSCAFT00000049017,1325,1055.476,37.799892,437.722
ENSCAFT00000070365,1083,813.476,0,0
ENSCAFT00000067829,1809,1539.476,0.371726,6.278
ENSCAFT00000085824,1494,1224.476,0,0
ENSCAFT00000070140,1414,1144.476,0.307575,3.862
ENSCAFT00000052471,720,450.565,0,0
ENSCAFT00000087138,783,513.528,0,0
ENSCAFT00000085855,808,538.515,0,0
ENSCAFT00000057476,1888,1618.476,0,0
ENSCAFT00000076690,955,685.482,2.69032,20.233
ENSCAFT00000032214,1845,1575.476,0.289267,5
ENSCAFT00000087257,1541,1271.476,0,0
ENSCAFT00000032215,4400,4130.476,4.198164,190.247
ENSCAFT00000066786,4472,4202.476,0,0
ENSCAFT00000071170,4529,4259.476,0,0
ENSCAFT00000073342,4415,4145.476,0,0
ENSCAFT00000089116,4370,4100.476,0,0
ENSCAFT00000093098,4325,4055.476,0,0
ENSCAFT00000047545,4298,4028.476,0,0
ENSCAFT00000084231,4406,4136.476,0,0
ENSCAFT00000086204,4468,4198.476,2.707945,124.736
ENSCAFT00000076499,4493,4223.476,0.906769,42.017
ENSCAFT00000092190,4274,4004.476,0,0
ENSCAFT00000052280,1043,773.476,0,0
ENSCAFT00000057284,444,176.067,0,0
ENSCAFT00000032233,2191,1921.476,30.964864,652.774
ENSCAFT00000059681,2246,1976.476,0,0
ENSCAFT00000074441,2087,1817.476,0.979232,19.526
ENSCAFT00000085313,2380,2110.476,0.893968,20.7
ENSCAFT00000092901,3341,3071.476,5.541346,186.733
ENSCAFT00000032243,3289,3019.476,0,0
ENSCAFT00000089447,3160,2890.476,6.055165,192.023
ENSCAFT00000063725,3149,2879.476,9.627935,304.162
ENSCAFT00000079304,3607,3337.476,1.067303,39.081
ENSCAFT00000042345,105,105,0,0
ENSCAFT00000048105,3768,3498.476,5.783824,222
ENSCAFT00000045756,1638,1368.476,0,0
ENSCAFT00000032254,3426,3156.476,0.698117,24.176
ENSCAFT00000079356,4643,4373.476,4.852231,232.824
ENSCAFT00000040275,111,111,0,0
ENSCAFT00000046600,906,636.486,18.759594,131
ENSCAFT00000032261,951,681.482,0,0
ENSCAFT00000032262,975,705.477,0,0
ENSCAFT00000089724,1108,838.476,0,0
ENSCAFT00000032266,1482,1212.476,2.158441,28.713
ENSCAFT00000071876,1026,756.476,0,0
ENSCAFT00000035470,933,663.483,0,0
ENSCAFT00000080800,192,16.468,0,0
ENSCAFT00000080759,933,663.483,0,0
ENSCAFT00000070288,1480,1200.476,0,0
ENSCAFT00000075895,1390,1120.476,0,0
ENSCAFT00000032270,930,660.484,0,0
ENSCAFT00000070785,2792,2522.476,0,0
ENSCAFT00000075296,2852,2582.476,0,0
ENSCAFT00000080930,2936,2666.476,0,0
ENSCAFT00000085706,2546,2276.476,0,0
ENSCAFT00000032287,2586,2316.476,0,0
ENSCAFT00000062600,2301,2031.476,0,0
ENSCAFT00000062685,2687,2417.476,0,0
ENSCAFT00000032279,1899,1629.476,0,0
ENSCAFT00000060186,992,722.476,5.156675,40.874
ENSCAFT00000043300,1547,1277.476,6.32036,88.584
ENSCAFT00000061594,735,465.555,0,0
ENSCAFT00000032289,634,364.673,5.663541,22.66
ENSCAFT00000075911,1390,1120.476,0.153495,1.887
ENSCAFT00000071636,3280,3010.476,0.226873,7.493
ENSCAFT00000050112,749,479.545,39.344306,207
ENSCAFT00000032295,1346,1076.476,0,0
ENSCAFT00000067225,4031,3761.476,0,0
ENSCAFT00000045524,3319,3049.476,0,0
ENSCAFT00000032300,941,671.483,0,0
ENSCAFT00000048070,881,611.489,0,0
ENSCAFT00000067937,1879,1609.476,0.113263,2
ENSCAFT00000080760,1915,1645.476,0,0
ENSCAFT00000085555,740,470.552,0,0
ENSCAFT00000047014,879,609.489,137.432775,919
ENSCAFT00000032302,2565,2295.476,0,0
ENSCAFT00000049911,2466,2196.476,1.400254,33.744
ENSCAFT00000060933,1983,1713.476,0,0
ENSCAFT00000061735,2313,2043.476,0,0
ENSCAFT00000084256,1890,1620.476,0.070665,1.256
ENSCAFT00000085544,2370,2100.476,0,0
ENSCAFT00000077747,225,25.794,0,0
ENSCAFT00000074322,4184,3914.476,1.380958,59.308
ENSCAFT00000069814,3545,3275.476,0,0
ENSCAFT00000062798,3812,3542.476,0,0
ENSCAFT00000080852,3452,3182.476,2.994299,104.549
ENSCAFT00000032310,4294,4024.476,0,0
ENSCAFT00000091464,3995,3725.476,0,0
ENSCAFT00000086036,4174,3904.476,0,0
ENSCAFT00000060308,3962,3692.476,0.849272,34.405
ENSCAFT00000044966,3650,3380.476,0.909667,33.738
ENSCAFT00000074911,4030,3760.476,0,0
ENSCAFT00000067555,1033,763.476,0,0
ENSCAFT00000062871,3349,3079.476,0,0
ENSCAFT00000065378,3451,3181.476,8.87242,309.692
ENSCAFT00000068212,3415,3145.476,1.936239,66.82
ENSCAFT00000077012,3385,3115.476,0,0
ENSCAFT00000043699,3280,3010.476,23.345907,771.09
ENSCAFT00000065097,3052,2782.476,24.960555,761.982
ENSCAFT00000076513,1260,990.476,0,0
ENSCAFT00000067233,3268,2998.476,0,0
ENSCAFT00000091924,3469,3199.476,0,0
ENSCAFT00000010153,939,669.483,0,0
ENSCAFT00000067267,343,85.034,0,0
ENSCAFT00000067006,1735,1465.476,0,0
ENSCAFT00000001758,1286,1016.476,0,0
ENSCAFT00000001763,2736,2466.476,0,0
ENSCAFT00000037582,381,116.771,0,0
ENSCAFT00000037577,381,116.771,0,0
ENSCAFT00000037570,393,127.612,0,0
ENSCAFT00000070880,2241,1971.476,0,0
ENSCAFT00000093107,1080,810.476,0,0
ENSCAFT00000077122,478,209.402,0,0
ENSCAFT00000066151,390,124.874,0,0
ENSCAFT00000088194,1086,816.476,0,0
ENSCAFT00000047285,1528,1258.476,0,0
ENSCAFT00000073959,2515,2245.476,0,0
ENSCAFT00000001778,2845,2575.476,9.413803,266
ENSCAFT00000076267,3505,3235.476,0,0
ENSCAFT00000087241,483,214.347,0,0
ENSCAFT00000001809,1041,771.476,7.679483,65
ENSCAFT00000001810,3412,3142.476,3.104375,107.03
ENSCAFT00000001816,1381,1111.476,97.811661,1192.751
ENSCAFT00000087908,1549,1279.476,0.585525,8.219
ENSCAFT00000038029,561,291.849,56.967679,182.409
ENSCAFT00000080723,666,396.628,4.502076,19.591
ENSCAFT00000001819,935,665.483,10.957056,80
ENSCAFT00000016560,635,365.671,166.047091,666.163
ENSCAFT00000001825,3021,2751.476,0,0
ENSCAFT00000046256,3534,3264.476,0.251287,9
ENSCAFT00000071558,1065,795.476,0,0
ENSCAFT00000001834,1925,1655.476,0,0
ENSCAFT00000064082,1411,1141.476,0,0
ENSCAFT00000039428,1636,1366.476,25.680279,385
ENSCAFT00000001838,1215,945.476,27.956869,290
ENSCAFT00000001840,927,657.485,0,0
ENSCAFT00000038890,924,654.485,0,0
ENSCAFT00000001844,909,639.486,0,0
ENSCAFT00000042847,939,669.483,0,0
ENSCAFT00000047664,715,445.569,5.343197,26.12
ENSCAFT00000001847,936,666.483,0,0
ENSCAFT00000001850,1272,1002.476,0,0
ENSCAFT00000001863,939,669.483,0,0
ENSCAFT00000092059,945,675.483,0,0
ENSCAFT00000078389,1157,887.476,0.30811,3
ENSCAFT00000038187,945,675.483,0,0
ENSCAFT00000001915,1698,1428.476,0,0
ENSCAFT00000001908,1865,1595.476,0,0
ENSCAFT00000057076,500,231.172,0,0
ENSCAFT00000001931,939,669.483,0,0
ENSCAFT00000046756,939,669.483,0,0
ENSCAFT00000001934,939,669.483,0,0
ENSCAFT00000075914,939,669.483,0,0
ENSCAFT00000066562,996,726.476,0,0
ENSCAFT00000089852,939,669.483,0,0
ENSCAFT00000001939,939,669.483,0,0
ENSCAFT00000062694,945,675.483,0,0
ENSCAFT00000060078,993,723.476,0,0
ENSCAFT00000037237,1005,735.476,0,0
ENSCAFT00000068427,930,660.484,0,0
ENSCAFT00000001943,921,651.486,0,0
ENSCAFT00000001945,948,678.483,0,0
ENSCAFT00000068208,927,657.485,0,0
ENSCAFT00000001946,963,693.48,0,0
ENSCAFT00000076099,939,669.483,0,0
ENSCAFT00000001961,963,693.48,0,0
ENSCAFT00000001951,927,657.485,0,0
ENSCAFT00000069215,957,687.481,0,0
ENSCAFT00000001956,954,684.482,0,0
ENSCAFT00000001957,975,705.477,0,0
ENSCAFT00000001958,963,693.48,0,0
ENSCAFT00000039095,948,678.483,0,0
ENSCAFT00000001950,963,693.48,0,0
ENSCAFT00000039094,936,666.483,0,0
ENSCAFT00000037587,924,654.485,0,0
ENSCAFT00000078984,1108,838.476,0,0
ENSCAFT00000063978,1113,843.476,0,0
ENSCAFT00000088027,912,642.486,0,0
ENSCAFT00000086751,1237,967.476,0,0
ENSCAFT00000002002,1335,1065.476,118.822751,1389
ENSCAFT00000002018,1265,995.476,51.789875,565.633
ENSCAFT00000084720,82,82,0,0
ENSCAFT00000002022,2478,2208.476,8.625705,209
ENSCAFT00000002031,4295,4025.476,39.239396,1733
ENSCAFT00000083371,3281,3011.476,0,0
ENSCAFT00000071818,1032,762.476,96.602604,808.116
ENSCAFT00000002033,886,616.488,152.493374,1031.417
ENSCAFT00000063563,1491,1221.476,0,0
ENSCAFT00000066714,1110,840.476,0,0
ENSCAFT00000069385,2116,1846.476,0,0
ENSCAFT00000089067,6472,6202.476,0.837627,57
ENSCAFT00000002128,6389,6119.476,0,0
ENSCAFT00000071505,1587,1317.476,0,0
ENSCAFT00000065612,1602,1332.476,0,0
ENSCAFT00000091482,1593,1323.476,0,0
ENSCAFT00000076793,1412,1142.476,0,0
ENSCAFT00000002161,843,573.5,0,0
ENSCAFT00000002169,6663,6393.476,0.655785,46
ENSCAFT00000049816,6570,6300.476,0,0
ENSCAFT00000002178,2422,2152.476,55.476003,1310.094
ENSCAFT00000087319,518,249.041,3.712374,10.143
ENSCAFT00000061950,3157,2887.476,3.977344,126
ENSCAFT00000066338,219,24.112,0,0
ENSCAFT00000066060,534,264.962,0,0
ENSCAFT00000032570,86,86,0,0
ENSCAFT00000032559,87,87,0,0
ENSCAFT00000059899,1024,754.476,0.60404,5
ENSCAFT00000038275,948,678.483,1.209051,9
ENSCAFT00000000893,564,294.839,0.620539,2.007
ENSCAFT00000060686,3526,3256.476,18.035369,644.365
ENSCAFT00000084738,1066,796.476,0,0
ENSCAFT00000002234,3429,3159.476,0,0
ENSCAFT00000071327,3342,3072.476,0,0
ENSCAFT00000082970,3222,2952.476,0,0
ENSCAFT00000035066,107,107,0,0
ENSCAFT00000093288,2532,2262.476,23.754193,589.635
ENSCAFT00000068161,2622,2352.476,0,0
ENSCAFT00000002268,1499,1229.476,20.069995,270.724
ENSCAFT00000083673,1382,1112.476,11.165307,136.276
ENSCAFT00000032617,86,86,0,0
ENSCAFT00000076270,836,566.502,34.200907,212.568
ENSCAFT00000090383,947,677.483,1.230629,9.147
ENSCAFT00000002273,1210,940.476,24.155147,249.239
ENSCAFT00000072225,1162,892.476,0.71955,7.046
ENSCAFT00000013572,642,372.662,0,0
ENSCAFT00000015873,237,29.205,11.495195,3.683
ENSCAFT00000002274,1106,836.476,0,0
ENSCAFT00000070310,1184,914.476,0,0
ENSCAFT00000070232,1178,908.476,0,0
ENSCAFT00000082881,1355,1085.476,0,0
ENSCAFT00000002313,1321,1051.476,0,0
ENSCAFT00000047327,1270,1000.476,0,0
ENSCAFT00000060450,2027,1757.476,0,0
ENSCAFT00000002316,1486,1216.476,0,0
ENSCAFT00000080719,1384,1114.476,0.081784,1
ENSCAFT00000002322,1806,1536.476,0,0
ENSCAFT00000070281,1707,1437.476,0.190222,3
ENSCAFT00000068682,1904,1634.476,0,0
ENSCAFT00000002327,1317,1047.476,2.436436,28
ENSCAFT00000040604,103,103,0,0
ENSCAFT00000002328,735,465.555,0,0
ENSCAFT00000002332,1708,1438.476,22.225525,350.763
ENSCAFT00000077703,1839,1569.476,11.977141,206.237
ENSCAFT00000066989,1701,1431.476,0,0
ENSCAFT00000002333,1469,1199.476,20.061037,264
ENSCAFT00000002339,1881,1611.476,17.400532,307.642
ENSCAFT00000086947,1679,1409.476,0.59514,9.203
ENSCAFT00000002348,2805,2535.476,76.247787,2121.025
ENSCAFT00000085550,2712,2442.476,1.655014,44.35
ENSCAFT00000067475,2390,2120.476,3.001192,69.821
ENSCAFT00000076649,1800,1530.476,0.213841,3.591
ENSCAFT00000073167,466,197.572,0.650168,1.409
ENSCAFT00000032549,107,107,0,0
ENSCAFT00000032724,89,89,0,0
ENSCAFT00000032596,92,92,0,0
ENSCAFT00000083766,1728,1458.476,2.286556,36.588
ENSCAFT00000002357,2521,2251.476,6.067236,149.871
ENSCAFT00000068315,2680,2410.476,0,0
ENSCAFT00000085782,2078,1808.476,0.533156,10.579
ENSCAFT00000092338,2108,1838.476,0.791376,15.962
ENSCAFT00000073876,95,95,0,0
ENSCAFT00000077215,2602,2332.476,0,0
ENSCAFT00000088062,1335,1065.476,0,0
ENSCAFT00000056565,526,256.999,0.354658,1
ENSCAFT00000002366,2616,2346.476,4.234005,109
ENSCAFT00000076685,2412,2142.476,0,0
ENSCAFT00000069265,1696,1426.476,8.615512,134.836
ENSCAFT00000063659,1724,1454.476,0,0
ENSCAFT00000002379,2116,1846.476,10.238626,207.417
ENSCAFT00000064557,1996,1726.476,1.753134,33.207
ENSCAFT00000088974,1972,1702.476,1.153204,21.54
ENSCAFT00000081328,494,225.227,0,0
ENSCAFT00000072084,3226,2956.476,0,0
ENSCAFT00000002391,3217,2947.476,49.137675,1589
ENSCAFT00000080767,3373,3103.476,0,0
ENSCAFT00000002392,2004,1734.476,0.68315,13
ENSCAFT00000068713,504,235.136,0,0
ENSCAFT00000057962,777,507.529,0,0
ENSCAFT00000063787,875,605.491,0,0
ENSCAFT00000088160,878,608.49,0,0
ENSCAFT00000002409,3325,3055.476,28.522929,956.163
ENSCAFT00000074531,3031,2761.476,26.928035,815.84
ENSCAFT00000045007,426,158.666,0,0
ENSCAFT00000002526,1818,1548.476,7.092324,120.49
ENSCAFT00000002528,2297,2027.476,0.650846,14.477
ENSCAFT00000078002,1982,1712.476,0,0
ENSCAFT00000092796,1675,1405.476,0,0
ENSCAFT00000084669,1214,944.476,0,0
ENSCAFT00000063109,1186,916.476,0.102659,1.032
ENSCAFT00000064041,6639,6369.476,0,0
ENSCAFT00000082148,6909,6639.476,0,0
ENSCAFT00000078286,10186,9916.476,0,0
ENSCAFT00000002537,6296,6026.476,0.061922,4.094
ENSCAFT00000047733,1635,1365.476,0,0
ENSCAFT00000047502,531,261.975,2.087527,6
ENSCAFT00000002545,707,437.578,298.306008,1432.111
ENSCAFT00000002504,8593,8323.476,77.707562,7096.22
ENSCAFT00000045585,8512,8242.476,0,0
ENSCAFT00000085053,8212,7942.476,0,0
ENSCAFT00000088426,8569,8299.476,0.961374,87.539
ENSCAFT00000089254,8560,8290.476,0,0
ENSCAFT00000092907,8419,8149.476,0,0
ENSCAFT00000043917,3805,3535.476,1.909597,74.071
ENSCAFT00000002530,1694,1424.476,0,0
ENSCAFT00000068335,1332,1062.476,0.508627,5.929
ENSCAFT00000002570,1323,1053.476,0.08652,1
ENSCAFT00000002579,1160,890.476,384.408736,3755.558
ENSCAFT00000083986,1209,939.476,463.731486,4779.817
ENSCAFT00000093458,1418,1148.476,0.182301,2.297
ENSCAFT00000065550,2319,2049.476,0,0
ENSCAFT00000091029,2757,2487.476,0,0
ENSCAFT00000093840,1619,1349.476,9.224761,136.578
ENSCAFT00000088318,1860,1590.476,0,0
ENSCAFT00000076449,2339,2069.476,0,0
ENSCAFT00000002583,1954,1684.476,0,0
ENSCAFT00000089694,2201,1931.476,0,0
ENSCAFT00000002584,1697,1427.476,0,0
ENSCAFT00000049611,216,23.273,78.327526,20
ENSCAFT00000002605,1801,1531.476,59.199533,994.689
ENSCAFT00000048234,1857,1587.476,2.371898,41.311
ENSCAFT00000044910,3463,3193.476,3.453526,121
ENSCAFT00000002617,2694,2424.476,35.451515,943
ENSCAFT00000090023,2194,1924.476,0,0
ENSCAFT00000074794,2971,2701.476,0,0
ENSCAFT00000002619,3479,3209.476,0,0
ENSCAFT00000056507,1070,800.476,0,0
ENSCAFT00000088137,1188,918.476,0,0
ENSCAFT00000074352,423,155.79,0,0
ENSCAFT00000032606,73,73,0,0
ENSCAFT00000088022,450,181.913,0,0
ENSCAFT00000073666,2972,2702.476,0,0
ENSCAFT00000074664,2999,2729.476,0,0
ENSCAFT00000078966,2966,2696.476,0.735866,21.77
ENSCAFT00000085190,2981,2711.476,16.33188,485.849
ENSCAFT00000092581,2984,2714.476,0,0
ENSCAFT00000002687,3220,2950.476,150.878337,4884.026
ENSCAFT00000002690,1953,1683.476,0,0
ENSCAFT00000076904,192,16.468,0,0
ENSCAFT00000002692,1035,765.476,0,0
ENSCAFT00000002697,1773,1503.476,0,0
ENSCAFT00000045561,1567,1297.476,0,0
ENSCAFT00000002708,848,578.498,102.569679,650.998
ENSCAFT00000002710,3272,3002.476,11.446471,377.06
ENSCAFT00000083975,1384,1114.476,0.408922,5
ENSCAFT00000002714,2253,1983.476,11.425099,248.626
ENSCAFT00000079303,2340,2070.476,2.2142,50.297
ENSCAFT00000083165,2244,1974.476,0.419011,9.077
ENSCAFT00000090781,1869,1599.476,0,0
ENSCAFT00000076383,1674,1404.476,0,0
ENSCAFT00000085928,539,269.938,0,0
ENSCAFT00000089012,409,142.495,0,0
ENSCAFT00000070461,788,518.525,0,0
ENSCAFT00000063399,3495,3225.476,0.686231,24.284
ENSCAFT00000002730,2979,2709.476,0.091361,2.716
ENSCAFT00000034942,95,95,0,0
ENSCAFT00000073155,741,471.551,0,0
ENSCAFT00000056270,234,28.32,0,0
ENSCAFT00000066567,699,429.586,0,0
ENSCAFT00000033725,107,107,0,0
ENSCAFT00000002733,621,351.7,0,0
ENSCAFT00000061669,259,36.618,0,0
ENSCAFT00000074214,249,33.054,0,0
ENSCAFT00000080325,567,297.828,0,0
ENSCAFT00000079990,315,65.123,0,0
ENSCAFT00000002735,459,190.707,0,0
ENSCAFT00000002746,3223,2953.476,21.539075,697.942
ENSCAFT00000062245,3139,2869.476,0,0
ENSCAFT00000082826,2797,2527.476,0.276793,7.675
ENSCAFT00000086242,3482,3212.476,0,0
ENSCAFT00000087472,3326,3056.476,0.190326,6.382
ENSCAFT00000080986,2418,2148.476,0,0
ENSCAFT00000002752,1842,1572.476,0.347783,6
ENSCAFT00000032802,106,106,0,0
ENSCAFT00000002759,1326,1056.476,16.305841,189
ENSCAFT00000066028,492,223.248,0,0
ENSCAFT00000070770,1293,1023.476,0,0
ENSCAFT00000002764,1110,840.476,0,0
ENSCAFT00000060271,3225,2955.476,0,0
ENSCAFT00000002767,1819,1549.476,0,0
ENSCAFT00000002773,3680,3410.476,0,0
ENSCAFT00000002774,1407,1137.476,0.160261,2
ENSCAFT00000040382,214,22.7,0,0
ENSCAFT00000092001,1575,1305.476,0,0
ENSCAFT00000002784,2675,2405.476,12.845164,339
ENSCAFT00000002787,477,208.417,0,0
ENSCAFT00000061395,2120,1850.476,0,0
ENSCAFT00000077931,2281,2011.476,0.356925,7.877
ENSCAFT00000002799,2220,1950.476,0.655213,14.021
ENSCAFT00000074863,3075,2805.476,0,0
ENSCAFT00000086536,1967,1697.476,0,0
ENSCAFT00000060216,1982,1712.476,0,0
ENSCAFT00000081489,1862,1592.476,0,0
ENSCAFT00000087704,1799,1529.476,0.244456,4.102
ENSCAFT00000077719,2272,2002.476,0,0
ENSCAFT00000070165,362,100.34,0.956349,1.053
ENSCAFT00000072479,479,210.389,217.891283,502.947
ENSCAFT00000038908,306,59.505,0,0
ENSCAFT00000002800,1587,1317.476,0,0
ENSCAFT00000083000,1602,1332.476,0.068404,1
ENSCAFT00000068116,396,130.373,0,0
ENSCAFT00000046641,3178,2908.476,0,0
ENSCAFT00000002811,2183,1913.476,0,0
ENSCAFT00000067209,2916,2646.476,6.134687,178.123
ENSCAFT00000002849,3356,3086.476,21.606509,731.655
ENSCAFT00000002866,2729,2459.476,11.345866,306.154
ENSCAFT00000076824,2519,2249.476,0.455029,11.23
ENSCAFT00000093376,970,700.478,1.121185,8.616
